1060277	Cloverfield	2008	85	7.0	344133	1	13	18
91763	Platoon	1986	120	8.1	343005	8	21	
2379713	Spectre	2015	148	6.8	342817	1	2	20
32138	The Wizard of Oz	1939	102	8.0	342752	2	9	10
181852	Terminator 3: Rise of the Machines	2003	109	6.3	342251	1	18	
38650	It's a Wonderful Life	1946	130	8.6	341666	8	9	10
1905041	Fast & Furious 6	2013	130	7.1	339875	1	6	20
1637688	In Time	2011	109	6.7	339682	1	18	20
831387	Godzilla	2014	123	6.4	339071	1	2	18
3183660	Fantastic Beasts and Where to Find Them	2016	133	7.3	338628	2	9	10
289043	28 Days Later...	2002	113	7.6	338574	8	13	18
315327	Bruce Almighty	2003	101	6.7	337966	5	8	10
93773	Predator	1987	107	7.8	337213	1	2	18
3890160	Baby Driver	2017	112	7.6	336991	1	6	8
3385516	X-Men: Apocalypse	2016	144	7.0	336887	1	2	18
1690953	Despicable Me 2	2013	98	7.4	334185	2	3	5
493464	Wanted	2008	110	6.7	333740	1	6	10
112864	Die Hard with a Vengeance	1995	128	7.6	333506	1	2	20
119567	The Lost World: Jurassic Park	1997	129	6.5	332919	1	2	18
443543	The Illusionist	2006	110	7.6	332118	8	16	17
265086	Black Hawk Down	2001	144	7.7	331319	8	12	21
105695	Unforgiven	1992	130	8.2	331160	8	22	
363771	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	2005	143	6.9	330425	2	9	10
458352	The Devil Wears Prada	2006	109	6.9	329349	5	8	
369339	Collateral	2004	120	7.5	329120	6	8	20
1259521	The Cabin in the Woods	2012	95	7.0	328634	5	13	
446029	Scott Pilgrim vs. the World	2010	112	7.5	327929	1	5	10
83866	E.T. The Extra-Terrestrial	1982	115	7.9	327668	9	18	
2820852	Furious 7	2015	137	7.2	327564	1	6	20
443453	Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	2006	84	7.3	326813	5		
86879	Amadeus	1984	160	8.3	326615	4	8	12
478311	Knocked Up	2007	129	7.0	325988	5	8	17
1217209	Brave	2012	93	7.1	325941	2	3	5
1772341	Wreck-It Ralph	2012	101	7.7	325197	2	3	5
92005	Stand by Me	1986	89	8.1	325055	2	8	
79470	Life of Brian	1979	94	8.1	324292	5		
349903	Ocean's Twelve	2004	125	6.5	324231	6	20	
1396484	It	2017	135	7.4	323795	13	20	
70047	The Exorcist	1973	122	8.0	323125	13		
361862	The Machinist	2004	101	7.7	322807	8	20	
1596343	Fast Five	2011	130	7.3	322740	1	6	20
109686	Dumb and Dumber	1994	107	7.3	322354	5		
1282140	Easy A	2010	92	7.1	321309	5	8	17
1371111	Cloud Atlas	2012	172	7.5	320675	1	8	16
84787	The Thing	1982	109	8.1	320344	13	16	18
1190080	2012	2009	158	5.8	320281	1	2	18
1210166	Moneyball	2011	133	7.6	318881	4	8	19
99674	The Godfather: Part III	1990	162	7.6	318875	6	8	
119094	Face/Off	1997	138	7.3	318631	1	6	18
351283	Madagascar	2005	86	6.9	318196	2	3	5
1542344	127 Hours	2010	94	7.6	316228	2	4	8
408236	Sweeney Todd: The Demon Barber of Fleet Street	2007	116	7.4	316203	8	13	14al
317740	The Italian Job	2003	111	7.0	316168	1	6	20
840361	The Town	2010	125	7.6	315682	6	8	20
1650062	Super 8	2011	112	7.0	315629	16	18	20
317219	Cars	2006	117	7.1	315313	3	5	9
87332	Ghostbusters	1984	105	7.8	314984	1	5	10
438488	Terminator Salvation	2009	115	6.6	314657	1	2	18
5463162	Deadpool 2	2018	119	7.8	313714	1	2	5
3397884	Sicario	2015	121	7.6	313708	1	6	8
405094	The Lives of Others	2006	137	8.4	312690	8	20	
232500	The Fast and the Furious	2001	106	6.8	312289	1	6	20
2294449	22 Jump Street	2014	112	7.0	310300	1	5	6
217869	Unbreakable	2000	106	7.3	310131	8	16	18
1632708	Friends with Benefits	2011	109	6.6	309760	5	17	
1065073	Boyhood	2014	165	7.9	309681	8		
964517	The Fighter	2010	116	7.8	309577	4	8	19
52357	Vertigo	1958	128	8.3	309274	16	17	20
103639	Aladdin	1992	90	8.0	309096	2	3	5
88847	The Breakfast Club	1985	97	7.9	308962	5	8	
396269	Wedding Crashers	2005	119	7.0	308348	5	17	
230600	The Others	2001	101	7.6	307193	13	16	20
454848	Inside Man	2006	129	7.6	307190	6	8	16
395169	Hotel Rwanda	2004	121	8.1	306847	4	8	12
286106	Signs	2002	106	6.7	306617	8	16	18
119174	The Game	1997	129	7.8	306396	8	16	20
110475	The Mask	1994	101	6.9	305806	5	10	
96895	Batman	1989	126	7.5	305405	1	2	
99423	Die Hard 2	1990	124	7.1	305120	1	20	
2582846	The Fault in Our Stars	2014	126	7.7	304716	8	17	
1182345	Moon	2009	97	7.9	304708	8	16	18
1068680	Yes Man	2008	104	6.8	304239	5	17	
120912	Men in Black II	2002	88	6.1	302756	1	2	5
1320253	The Expendables	2010	103	6.5	301908	1	2	20
357413	Anchorman: The Legend of Ron Burgundy	2004	94	7.2	301656	5		
5027774	Three Billboards Outside Ebbing, Missouri	2017	115	8.2	300716	5	6	8
338751	The Aviator	2004	170	7.5	300690	4	8	12
328107	Man on Fire	2004	146	7.7	300635	1	6	8
162661	Sleepy Hollow	1999	105	7.4	299993	10	13	16
1409024	Men in Black 3	2012	106	6.8	299899	1	2	5
2381249	Mission: Impossible - Rogue Nation	2015	131	7.4	299492	1	2	20
4972582	Split	2016	117	7.3	298874	13	20	
1231583	Due Date	2010	95	6.6	298543	2	5	
317919	Mission: Impossible III	2006	126	6.9	298146	1	2	20
974015	Justice League	2017	120	6.5	298055	1	2	10
343660	50 First Dates	2004	99	6.8	297542	5	8	17
363163	Downfall	2004	156	8.2	296301	4	8	12
1193138	Up in the Air	2009	109	7.4	296192	8	17	
1306980	50/50	2011	100	7.7	296187	5	8	17
1907668	Flight	2012	138	7.3	296028	8	20	
1587310	Maleficent	2014	97	7.0	295803	1	2	9
3170832	Room	2015	118	8.2	295217	8	20	
118971	The Devil's Advocate	1997	144	7.5	294970	8	16	20
111257	Speed	1994	116	7.2	294937	1	2	6
1355644	Passengers	2016	116	7.0	293286	8	17	18
1596363	The Big Short	2015	130	7.8	292917	4	5	8
388795	Brokeback Mountain	2005	134	7.7	292735	8	17	
1490017	The Lego Movie	2014	100	7.8	292299	1	2	3
377092	Mean Girls	2004	97	7.0	292160	5		
120667	Fantastic Four	2005	106	5.7	291766	1	2	10
298130	The Ring	2002	115	7.1	291576	13	16	
496806	Ocean's Thirteen	2007	122	6.9	291126	6	20	
238380	Equilibrium	2002	107	7.5	290860	1	8	18
1104001	TRON: Legacy	2010	125	6.8	290742	1	2	10
455944	The Equalizer	2014	132	7.2	288520	1	6	20
212338	Meet the Parents	2000	108	7.0	288033	5	17	
213149	Pearl Harbor	2001	183	6.1	287406	1	8	12
1187043	3 Idiots	2009	170	8.4	287355	5	8	
117500	The Rock	1996	136	7.4	287341	1	2	20
910936	Pineapple Express	2008	111	7.0	286457	1	5	6
822854	Shooter	2007	124	7.2	285980	1	6	8
462538	The Simpsons Movie	2007	87	7.3	285979	2	3	5
425210	Lucky Number Slevin	2006	110	7.8	285002	6	8	16
399201	The Island	2005	136	6.9	284677	1	2	16
1748122	Moonrise Kingdom	2012	94	7.8	283767	2	5	8
120601	Being John Malkovich	1999	113	7.8	283565	5	8	10
166924	Mulholland Dr.	2001	147	8.0	283444	8	16	20
