92005	Stand by Me	1986	89	8.1	325055	Adventure,Drama
92007	Star Trek IV: The Voyage Home	1986	119	7.3	70618	Adventure,Comedy,Sci-Fi
92067	Castle in the Sky	1986	125	8.1	122898	Adventure,Animation,Drama
92086	¡Three Amigos!	1986	104	6.5	61153	Comedy,Western
92099	Top Gun	1986	110	6.9	254667	Action,Drama
92493	Crocodile Dundee II	1988	108	5.6	49142	Action,Adventure,Comedy
92563	Angel Heart	1987	113	7.3	71384	Horror,Mystery,Thriller
92644	Beverly Hills Cop II	1987	100	6.5	96217	Action,Comedy,Crime
92675	Bloodsport	1988	92	6.8	67679	Action,Biography,Drama
92890	Dirty Dancing	1987	100	6.9	168455	Drama,Music,Romance
92965	Empire of the Sun	1987	153	7.8	103244	Drama,History,War
92991	Evil Dead II	1987	84	7.8	132174	Comedy,Horror
93010	Fatal Attraction	1987	119	6.9	65154	Drama,Thriller
93058	Full Metal Jacket	1987	116	8.3	589255	Drama,War
93105	Good Morning, Vietnam	1987	121	7.3	113700	Biography,Comedy,Drama
93177	Hellraiser	1987	94	7.0	89905	Horror,Thriller
93191	Wings of Desire	1987	128	8.1	55628	Drama,Fantasy,Romance
93389	The Last Emperor	1987	163	7.8	82716	Biography,Drama,History
93409	Lethal Weapon	1987	109	7.6	215175	Action,Crime,Thriller
93428	The Living Daylights	1987	130	6.7	78728	Action,Adventure,Thriller
93437	The Lost Boys	1987	97	7.3	108498	Comedy,Horror
93629	A Nightmare on Elm Street 3: Dream Warriors	1987	96	6.6	60900	Action,Fantasy,Horror
93748	Planes, Trains & Automobiles	1987	93	7.6	106923	Comedy
93773	Predator	1987	107	7.8	337213	Action,Adventure,Sci-Fi
93779	The Princess Bride	1987	98	8.1	347990	Adventure,Family,Fantasy
93822	Raising Arizona	1987	94	7.4	113834	Comedy,Crime
93870	RoboCop	1987	102	7.6	209647	Action,Crime,Sci-Fi
93894	The Running Man	1987	101	6.7	127272	Action,Sci-Fi,Thriller
94012	Spaceballs	1987	96	7.1	155222	Adventure,Comedy,Sci-Fi
94226	The Untouchables	1987	119	7.9	248924	Crime,Drama,Thriller
94291	Wall Street	1987	126	7.4	132127	Crime,Drama
94332	The Witches of Eastwick	1987	118	6.5	55129	Comedy,Fantasy,Horror
94625	Akira	1988	124	8.1	132996	Action,Animation,Drama
94721	Beetlejuice	1988	92	7.5	224430	Comedy,Fantasy
94737	Big	1988	104	7.3	173641	Comedy,Drama,Family
94862	Child's Play	1988	87	6.6	74036	Horror,Thriller
94889	Cocktail	1988	104	5.9	71540	Comedy,Drama,Romance
94898	Coming to America	1988	116	7.0	141193	Comedy,Romance
94947	Dangerous Liaisons	1988	119	7.6	58727	Drama,Romance
95016	Die Hard	1988	132	8.2	698369	Action,Thriller
95031	Dirty Rotten Scoundrels	1988	110	7.3	57521	Comedy,Crime
95159	A Fish Called Wanda	1988	108	7.6	119979	Comedy,Crime
95327	Grave of the Fireflies	1988	89	8.5	186706	Animation,Drama,War
95489	The Land Before Time	1988	69	7.4	71329	Adventure,Animation,Drama
95631	Midnight Run	1988	126	7.6	62715	Action,Comedy,Crime
95647	Mississippi Burning	1988	128	7.8	76434	Crime,Drama,History
95705	The Naked Gun: From the Files of Police Squad!	1988	85	7.6	132822	Comedy,Crime
95765	Cinema Paradiso	1988	155	8.5	193338	Drama
95953	Rain Man	1988	133	8.0	431880	Drama
95956	Rambo III	1988	102	5.8	105924	Action,Adventure,Thriller
95963	Red Heat	1988	104	6.1	57422	Action,Comedy,Crime
96061	Scrooged	1988	101	7.0	74365	Comedy,Drama,Fantasy
96256	They Live	1988	94	7.3	92643	Action,Horror,Sci-Fi
96283	My Neighbor Totoro	1988	86	8.2	228565	Animation,Family,Fantasy
96320	Twins	1988	107	6.0	100561	Comedy,Crime
96438	Who Framed Roger Rabbit	1988	104	7.7	164310	Adventure,Animation,Comedy
96446	Willow	1988	126	7.3	90792	Action,Adventure,Drama
96487	Young Guns	1988	107	6.9	48946	Action,Western
96734	The 'Burbs	1989	101	6.9	60235	Comedy,Mystery,Thriller
96754	The Abyss	1989	145	7.6	148327	Adventure,Drama,Sci-Fi
96874	Back to the Future Part II	1989	108	7.8	409604	Adventure,Comedy,Sci-Fi
96895	Batman	1989	126	7.5	305405	Action,Adventure
96928	Bill & Ted's Excellent Adventure	1989	90	6.9	96917	Adventure,Comedy,Music
96969	Born on the Fourth of July	1989	145	7.2	87998	Biography,Drama,War
97123	Crimes and Misdemeanors	1989	104	8.0	49134	Comedy,Drama
97165	Dead Poets Society	1989	128	8.1	352459	Comedy,Drama
97216	Do the Right Thing	1989	120	7.9	71695	Comedy,Drama
97239	Driving Miss Daisy	1989	99	7.4	86362	Drama
97351	Field of Dreams	1989	107	7.5	97460	Drama,Family,Fantasy
