0364569	8.4	442219
0945513	7.5	441219
0332452	7.2	439878
0376994	6.7	439789
1408101	7.7	439586
1298650	6.6	435765
1663662	6.9	435247
0373889	7.5	435212
5013056	7.9	433233
0095953	8.0	431880
1022603	7.7	431140
2527336	7.2	431133
3896198	7.7	427995
1570728	7.4	427872
2310332	7.4	425998
1825683	7.4	424332
0458525	6.6	423850
1411697	6.5	422823
1343092	7.3	421086
0144084	7.6	418178
1229238	7.4	417263
0206634	7.9	417184
0425112	7.9	413542
1659337	8.0	412938
3460252	7.8	411960
0289879	7.7	410580
3501632	7.9	410260
0096874	7.8	409604
1800241	7.3	408535
2911666	7.3	407908
0926084	7.7	407584
3783958	8.0	407201
0242653	6.7	406135
0099487	7.9	405780
0470752	7.7	405062
0356910	6.5	404672
0057012	8.4	404066
0112641	8.2	401956
0449059	7.8	400743
0417741	7.6	400333
0448157	6.4	399955
0372183	7.8	399190
0375679	7.8	394966
0454921	8.0	394664
1291584	8.2	394513
0119116	7.7	392321
1499658	6.9	391590
0790636	8.0	390890
1840309	6.7	390800
0087469	7.6	390764
2872732	6.4	390678
2179136	7.3	389530
1430132	6.7	388921
0099785	7.5	387802
2872718	7.9	387293
1535108	6.6	386492
0268380	7.5	386297
0047396	8.5	385293
1515091	7.5	385107
1099212	5.2	384561
0319061	8.0	383612
0887912	7.6	383006
0800080	6.8	382898
1454029	8.1	381805
1979320	8.1	381785
2103281	7.6	381214
0367882	6.2	381169
0327056	8.0	380447
1457767	7.5	379928
1568346	7.8	378898
0407304	6.5	378448
0101414	8.0	378248
1535109	7.8	377794
0367594	6.7	377402
1872181	6.6	376744
1790864	6.8	376320
0443706	7.7	376151
0319262	6.4	375848
2250912	7.5	374910
0314331	7.6	371425
0830515	6.6	369959
2713180	7.6	369759
0298148	7.2	367422
1951265	6.7	367188
0441773	7.6	366727
0335266	7.8	365796
0337978	7.1	365373
0382625	6.6	363346
1723121	7.0	362679
2948356	8.0	362650
0217505	7.5	362541
0120591	6.7	361701
0325710	7.7	361531
1399103	6.3	359215
0765429	7.8	358944
0360717	7.2	358411
0120616	7.0	358299
1055369	6.0	357612
0362227	7.3	355271
0033467	8.4	353717
0780536	7.9	353503
0405422	7.1	353444
2245084	7.8	352765
1245492	6.6	352755
0398286	7.8	352477
0097165	8.1	352459
1014759	6.5	349854
0117060	7.1	349784
5052448	7.7	349101
1856101	8.0	348876
0139654	7.7	348222
1605783	7.7	347999
0093779	8.1	347990
0163651	7.0	345808
1895587	8.1	345342
2980516	7.7	344947
0942385	7.0	344933
0099088	7.4	344802
2119532	8.1	344476
0387564	7.6	344405
1060277	7.0	344133
0091763	8.1	343005
2379713	6.8	342817
0032138	8.0	342752
0181852	6.3	342251
0038650	8.6	341666
1905041	7.1	339875
1637688	6.7	339682
0831387	6.4	339071
3183660	7.3	338628
0289043	7.6	338574
0315327	6.7	337966
0093773	7.8	337213
3890160	7.6	336991
3385516	7.0	336887
1690953	7.4	334185
0493464	6.7	333740
0112864	7.6	333506
0119567	6.5	332919
0443543	7.6	332118
0265086	7.7	331319
0105695	8.2	331160
0363771	6.9	330425
0458352	6.9	329349
0369339	7.5	329120
1259521	7.0	328634
0446029	7.5	327929
0083866	7.9	327668
2820852	7.2	327564
0443453	7.3	326813
0086879	8.3	326615
0478311	7.0	325988
1217209	7.1	325941
1772341	7.7	325197
0092005	8.1	325055
0079470	8.1	324292
0349903	6.5	324231
1396484	7.4	323795
0070047	8.0	323125
0361862	7.7	322807
1596343	7.3	322740
0109686	7.3	322354
1282140	7.1	321309
1371111	7.5	320675
0084787	8.1	320344
1190080	5.8	320281
1210166	7.6	318881
0099674	7.6	318875
0119094	7.3	318631
0351283	6.9	318196
1542344	7.6	316228
0408236	7.4	316203
0317740	7.0	316168
0840361	7.6	315682
1650062	7.0	315629
0317219	7.1	315313
0087332	7.8	314984
0438488	6.6	314657
5463162	7.8	313714
3397884	7.6	313708
0405094	8.4	312690
0232500	6.8	312289
2294449	7.0	310300
0217869	7.3	310131
1632708	6.6	309760
1065073	7.9	309681
0964517	7.8	309577
0052357	8.3	309274
0103639	8.0	309096
0088847	7.9	308962
0396269	7.0	308348
0230600	7.6	307193
0454848	7.6	307190
0395169	8.1	306847
0286106	6.7	306617
0119174	7.8	306396
0110475	6.9	305806
0096895	7.5	305405
0099423	7.1	305120
2582846	7.7	304716
1182345	7.9	304708
1068680	6.8	304239
0120912	6.1	302756
1320253	6.5	301908
0357413	7.2	301656
5027774	8.2	300716
0338751	7.5	300690
0328107	7.7	300635
0162661	7.4	299993
1409024	6.8	299899
2381249	7.4	299492
4972582	7.3	298874
1231583	6.6	298543
0317919	6.9	298146
0974015	6.5	298055
0343660	6.8	297542
0363163	8.2	296301
1193138	7.4	296192
1306980	7.7	296187
1907668	7.3	296028
1587310	7.0	295803
3170832	8.2	295217
0118971	7.5	294970
0111257	7.2	294937
1355644	7.0	293286
1596363	7.8	292917
0388795	7.7	292735
1490017	7.8	292299
0377092	7.0	292160
0120667	5.7	291766
0298130	7.1	291576
0496806	6.9	291126
0238380	7.5	290860
1104001	6.8	290742
0455944	7.2	288520
0212338	7.0	288033
0213149	6.1	287406
1187043	8.4	287355
0117500	7.4	287341
0910936	7.0	286457
0822854	7.2	285980
0462538	7.3	285979
0425210	7.8	285002
0399201	6.9	284677
1748122	7.8	283767
0120601	7.8	283565
0166924	8.0	283444
0119698	8.4	283148
0120755	6.1	282907
1453405	7.3	281977
0091042	7.8	281681
0887883	7.0	280646
0368891	6.9	280449
2788710	6.6	280374
0081398	8.2	279681
0433035	7.1	279569
1707386	7.6	278777
0970179	7.5	278700
0209163	6.3	277738
0167190	6.9	277659
0477347	6.4	277594
0077416	8.1	277335
0389860	6.4	277324
0790724	7.0	277173
2109248	5.7	277045
1403865	7.6	276065
0047478	8.7	274406
1125849	7.9	273892
0119396	7.5	273834
0399295	7.6	273041
1764651	6.6	272644
0944835	6.4	272618
0386588	6.6	272268
0347149	8.2	272182
0100802	7.5	271927
2322441	4.1	271365
0453467	7.1	270489
0360486	7.0	270182
0129387	7.1	270054
0359950	7.3	269923
5580390	7.4	269903
0212720	7.1	269459
0110148	7.6	268807
0449467	7.5	268731
0087843	8.4	267795
1397280	6.3	267487
0489099	6.1	267254
1245526	7.1	266550
0472043	7.8	265785
0175880	8.0	265450
0120663	7.4	265310
0379786	7.9	265190
0381849	7.7	264585
0293662	6.8	264280
1041829	6.7	264242
0056592	8.3	263900
1037705	6.9	263569
0053125	8.3	263508
0163025	5.9	263178
1194173	6.7	263154
0064116	8.5	262673
0814314	7.6	262598
1951261	5.8	262440
1646971	7.8	261961
0107688	8.0	261864
0147800	7.3	261721
0113497	6.9	260678
0878804	7.7	259243
2004420	6.3	258923
0071315	8.2	258595
0190590	7.8	257721
0348150	6.1	257349
0031381	8.2	257215
1253863	6.2	256494
1152836	7.0	256473
0117571	7.2	255389
0884328	7.2	254691
0092099	6.9	254667
1735898	6.1	254312
3682448	7.6	253814
0119177	7.8	253771
0116367	7.3	252806
0119528	6.9	252571
4425200	7.5	251777
0118880	6.8	251646
0800320	5.8	251493
0104431	6.7	251406
0100405	7.0	251056
0119008	7.8	250804
2194499	7.8	250723
1179933	7.2	250442
0473075	6.6	249112
1981677	7.2	249004
0094226	7.9	248924
0119822	7.7	248683
0278504	7.2	248599
1677720	7.5	248491
0109040	6.9	248380
0103644	6.4	248286
0203009	7.6	247588
1133985	5.5	247515
0120201	7.2	246758
0808151	6.7	246420
0103776	7.0	246415
0413267	6.1	246257
1197624	7.4	245812
1591095	6.8	245739
0320661	7.2	245393
1645170	6.4	244677
1478338	6.8	244636
1790885	7.4	244535
1259571	4.7	243320
0800039	7.2	243020
0120623	7.2	241577
2380307	8.4	241273
0187078	6.5	241222
1091191	7.5	240462
0838283	6.9	240331
0265666	7.6	240275
1951266	6.6	240066
0106977	7.8	239643
0112384	7.6	239168
6644200	7.6	238226
1028528	7.0	237848
0332379	7.1	237764
0120669	7.7	237760
0450385	6.8	237413
0463854	7.0	237292
0125439	7.1	236848
0190332	7.9	236245
1013752	6.6	236157
0955308	6.7	235137
0486655	7.7	235132
0320691	7.0	235072
0286716	5.7	234892
0401729	6.6	234639
0056172	8.3	234404
0486576	5.6	234267
0290002	6.3	233778
0411477	7.0	233659
3040964	7.4	233475
0061722	8.0	233227
1638355	7.3	233148
1650554	6.6	232362
0187393	7.2	232285
0075686	8.0	232120
0183649	7.1	232103
0212985	6.8	232077
0258000	6.8	231902
0429493	6.8	231613
2106476	8.3	231120
1401152	6.9	231104
0181875	7.9	230820
2302755	6.5	230335
0118884	7.4	230319
1343727	7.1	230186
0112471	8.1	230168
0259711	6.9	229933
2024469	7.0	229217
0096283	8.2	228565
3799694	7.4	228098
1706620	7.1	228036
0452623	7.7	227632
1340138	6.4	227629
0438097	6.8	227175
0289765	7.2	226956
0120804	6.7	226876
0196229	6.6	226443
1706593	7.1	225781
1213663	7.0	225770
0105323	8.0	225487
1601913	6.8	224883
1077368	6.2	224492
0414387	7.8	224464
1386703	6.3	224461
0322259	5.9	224456
0094721	7.5	224430
0257044	7.7	224276
0338526	6.1	224160
0443272	7.4	224143
1959490	5.8	223748
0497465	7.1	223360
2771200	7.2	223179
1385826	7.1	223163
2140479	7.4	222797
0783233	7.8	222470
1440129	5.8	222423
0151804	7.8	222333
0298203	7.1	222075
3731562	6.7	221279
1817273	7.3	220958
0252866	6.4	220918
1033575	7.3	220847
0368447	6.5	220637
0120611	7.1	220238
2283362	7.0	219954
0221027	7.6	219949
1302011	7.2	219639
0824747	7.8	219526
0803096	6.9	219276
0215750	7.6	218782
0113189	7.2	218750
0121164	7.4	218523
1931533	7.2	217961
2397535	7.5	217857
0479884	7.0	217697
0116695	7.3	217250
0363547	7.3	216497
1032755	7.3	215951
1386588	6.7	215932
1092026	7.0	215911
0448134	7.3	215644
0118749	7.9	215347
0112462	5.4	215181
0093409	7.6	215175
0978764	6.1	215140
0111503	7.2	214735
0099348	8.0	214719
2316204	6.4	214511
1028532	8.1	214388
0396171	7.5	214381
0120812	7.0	214363
0144117	7.8	214165
1464540	6.1	214152
0072890	8.0	213844
0976051	7.6	213661
1790809	6.6	213632
0432348	6.6	213539
1655442	7.9	213452
0118688	3.7	213197
0120762	7.6	213192
0107614	7.0	213095
0053291	8.2	213073
0414993	7.3	213067
0070735	8.3	212721
0185937	6.4	212589
2229499	6.6	212551
0463985	6.0	212461
4649466	6.8	212245
0457939	6.9	212088
0134847	7.1	211076
4975722	7.4	210683
0089218	7.8	210636
1192628	7.2	210413
0175142	6.2	210406
0765443	7.7	210382
1212450	7.3	210063
0478087	6.8	209941
0093870	7.6	209647
1673434	5.5	209606
0120660	7.3	209574
3521164	7.6	209381
0104257	7.7	209318
0825232	7.4	209286
0315733	7.7	209243
0985699	7.1	209160
3076658	7.6	208906
3079380	7.0	208873
0430922	6.9	208833
0364725	6.7	208753
1823672	6.8	208569
0102057	6.7	208379
0358273	7.9	208099
1855199	7.6	207137
1731141	6.6	207135
0399146	7.5	207052
1211956	6.7	206544
1325004	5.0	206398
0183505	6.6	205916
0195714	6.7	205737
0448011	6.2	205416
1375670	6.0	205397
1588173	6.9	205383
0118583	6.2	205139
1124035	7.1	205083
0097757	7.6	205069
0259324	5.2	204925
1179904	6.3	204706
1210819	6.4	204699
0309698	7.3	204639
0420223	7.6	204129
0486822	6.9	204099
0427944	7.6	203964
3110958	6.5	203393
1324999	4.9	203375
2277860	7.3	203371
0163978	6.6	203214
2660888	7.1	202878
0083987	8.1	202836
0245712	8.1	202705
0082096	8.4	202637
0898367	7.3	202545
0118655	7.0	202315
1234721	6.2	202138
0107818	7.7	201913
1243957	6.0	201907
0077631	7.2	201856
0465234	6.5	201792
1001526	7.3	201667
4034228	7.8	201659
0172156	6.6	201614
0381681	8.1	201175
0296572	6.7	201171
0112442	6.8	200839
0302886	7.1	200631
0243155	6.7	200535
2209764	6.3	200328
0057115	8.2	199750
0145660	6.6	199689
0333766	7.5	199586
0384537	6.6	199006
0373469	7.6	198922
0133152	5.7	198596
0077651	7.8	198444
0837562	7.1	198444
0983193	7.3	198393
0109445	7.8	198265
1598778	6.6	198102
0462499	7.0	197838
0059578	8.3	197798
0335345	7.2	197289
0138097	7.1	197278
0083944	7.7	196844
0299658	7.2	196701
1080016	7.0	196299
0052618	8.1	196136
1564367	6.4	195943
0110632	7.3	195733
0120655	7.3	195636
0758774	7.1	195437
0408306	7.6	195226
0080678	8.2	195212
1424381	6.4	195138
0287978	5.3	194370
1132620	7.8	194070
1798684	7.4	193578
0095765	8.5	193338
2908446	6.2	193249
0108550	7.8	193226
4046784	6.3	193202
1411238	6.2	192961
1220719	8.0	192809
1189340	7.3	192737
4550098	7.5	192704
1922777	6.8	192466
0116996	6.3	192451
0409847	6.0	192369
1321870	6.7	192227
1139797	7.9	191933
0485947	7.9	191059
0117509	6.8	190678
0119643	7.2	190386
3263904	7.5	190005
3450958	7.5	189876
1623205	6.3	189709
0045152	8.3	189494
1291150	5.8	189479
1832382	8.3	189093
1046173	5.8	188933
1605630	6.7	188765
0431308	7.1	188638
0308644	7.7	188534
0305224	6.2	188207
1599348	6.8	187908
0246460	6.1	187775
0416320	7.6	187571
2798920	6.9	187477
2334879	6.4	187406
0265208	6.7	187298
1436562	6.9	187198
0376541	7.3	186810
0095327	8.5	186706
0425061	6.5	186393
2381941	6.6	186381
0311113	7.4	186379
2293640	6.4	186038
0123755	7.3	185936
1142988	6.5	185579
0080339	7.8	185373
2126355	6.1	185224
0251127	6.4	185076
1077258	7.1	185073
2361509	7.1	184897
0479143	7.2	184634
1606378	5.3	184483
0281358	7.4	184359
0795421	6.4	184351
0452608	6.4	184293
0108399	7.9	184278
4196776	6.6	183821
0181865	7.6	183729
4912910	7.9	183590
1980209	6.4	183371
0112281	6.3	183034
3065204	7.4	182763
1155056	7.0	182699
0027977	8.5	182524
0064115	8.1	182369
0106519	7.9	181919
0187738	6.7	181910
0481369	6.4	181791
0146316	5.8	181553
0949731	5.0	181551
0050212	8.2	181370
0266915	6.6	181193
0339291	6.8	181165
0142342	6.4	181055
4881806	6.2	180674
0210945	7.8	180566
0374900	6.9	180444
0435625	7.2	180382
0295178	6.2	180102
0844471	7.0	180082
0319343	6.9	180050
0087800	7.5	179766
3778644	7.0	179574
0356150	6.6	179560
0985694	6.6	179523
1289401	5.3	179340
1428538	6.1	179268
0328828	6.3	179106
0158983	7.8	178864
1272878	6.7	178114
1815862	4.8	177981
1284575	5.6	177618
2184339	5.7	177163
0401855	6.7	176887
0207201	6.4	176804
2234155	6.3	176644
0116483	7.0	176498
0130827	7.7	176381
2719848	7.1	176023
0388482	6.3	175974
4160708	7.1	175918
0479952	6.7	175731
2334873	7.3	175567
0119282	7.3	175247
0120855	7.3	174966
0059742	8.0	174803
0327597	7.7	174474
1636826	6.7	174461
0371724	6.8	174427
0118929	7.7	174407
0099653	7.0	174382
0993842	6.8	174376
1127180	6.6	174281
0170016	6.1	173900
0960144	5.5	173820
0032553	8.5	173764
0094737	7.3	173641
3235888	6.9	173620
0959337	7.3	173490
0128853	6.6	173463
0499448	6.5	173438
0058461	8.0	173149
0481499	7.2	172921
0043014	8.4	172912
0079501	7.0	172789
0143145	6.4	172663
0098635	7.6	172573
1649419	7.6	172260
0117665	7.6	171973
0318627	6.2	171943
1485796	7.7	171865
1899353	7.6	171623
0088846	8.0	171594
1340800	7.1	171458
0432283	7.8	171241
0087363	7.2	171101
1148204	7.0	170914
4630562	6.7	170695
3741834	8.1	170004
1270797	6.9	169888
0432021	6.3	169864
0366551	7.1	169605
1606389	6.8	169429
1667889	6.6	169429
0397892	6.9	169372
0477080	6.8	169243
1111422	6.4	169175
1646987	5.7	169006
0370263	5.6	169005
0103874	7.5	168861
2883512	7.3	168786
5442430	6.6	168654
0092890	6.9	168455
1723811	7.2	167967
1305806	8.2	167536
0462322	7.6	167484
0120685	5.3	167305
0244244	6.5	166978
0375063	7.5	166816
1013743	6.3	166683
0363988	6.6	166267
1120985	7.4	165906
3402236	6.5	165762
1219827	6.4	165641
0241303	7.3	165611
2053463	7.1	165600
0079817	7.2	165593
0083907	7.5	165534
1217613	5.8	165169
0120347	6.5	165123
0139134	6.8	164996
0063522	8.0	164932
0272152	7.4	164931
3464902	7.1	164763
0488120	7.2	164742
1596350	6.3	164732
2582782	7.6	164702
0385752	6.1	164557
1059786	6.6	164494
0096438	7.7	164310
0352248	8.0	163859
0200465	7.3	163836
0118571	6.5	163831
5095030	7.2	163797
1458175	7.4	163761
0758752	6.7	163609
0080455	7.9	163431
0974661	6.4	163347
0299977	7.9	163318
1583421	5.8	163282
0075860	7.7	163170
0914798	7.8	163149
0212346	6.2	163112
2321549	6.8	163093
4776998	6.1	163069
0489270	6.2	162920
0097428	6.5	162846
1007028	6.6	162805
0295701	5.9	162789
0111282	7.1	162727
1617661	5.3	162721
0102798	6.9	162595
0114898	6.2	162466
0455590	7.7	162413
1596365	6.4	162316
0268126	7.7	162224
0116209	7.4	162200
0362270	7.3	161987
0461770	7.1	161789
0089927	6.8	161777
2404435	6.9	161659
0892791	6.3	161610
0986263	6.3	161526
0814255	5.9	161416
0838221	7.2	161157
0829150	6.3	161079
0307901	7.7	160890
0099810	7.6	160883
1398426	7.9	160844
4846340	7.8	160512
2446042	6.0	160156
0160127	5.5	160008
2094766	5.8	159949
1972591	6.8	159718
0120630	7.0	159691
2674426	7.4	159610
1226229	6.4	159381
0100157	7.8	159369
0418763	7.0	159318
0117998	6.3	159122
0122690	7.3	159101
1872194	7.4	159011
2637276	6.3	158998
0029583	7.6	158794
0138704	7.4	158304
1964418	6.4	158096
0250494	6.3	157952
0090756	7.8	157922
0117381	7.7	157837
0134119	7.4	157749
0120863	7.6	157378
0276751	7.1	157365
4925292	7.5	157072
2557490	6.1	156898
0756683	7.9	156594
0266308	7.7	156488
0146882	7.5	156186
0112851	7.2	155966
0450278	5.9	155748
2023587	6.2	155619
0094012	7.1	155222
0058150	7.7	155214
1078912	6.0	155081
1033643	6.1	155024
0109707	7.9	155013
0311429	5.8	154752
0067992	7.8	154735
0120917	7.3	154623
0195685	7.3	154352
0128445	7.7	154135
0183790	6.9	154085
0443680	7.5	154006
2709768	6.5	153909
0087538	7.2	153748
1935179	7.4	153641
0478304	6.8	153601
0063442	8.0	153480
0389722	6.6	153402
0366548	6.5	153236
1700841	6.2	153215
5362988	7.7	153125
0442933	6.2	153062
0120746	6.7	153053
0970416	5.5	153050
1013753	7.6	152944
0103772	6.9	152830
0129167	8.0	152672
0106856	7.6	152495
2369135	6.5	152303
0109506	7.6	152167
1355683	6.9	152127
0346491	5.6	152073
0465494	6.3	152021
0359013	5.9	151911
2333784	6.1	151874
1229340	6.3	151841
1488555	6.3	151684
0082694	7.6	151662
1231587	6.4	151559
0142688	6.7	151339
0056869	7.7	150841
1253864	6.0	150688
1959563	6.9	150671
0307453	6.0	150602
1628841	5.2	150527
0050825	8.4	150482
0120188	7.1	150476
0112697	6.8	150472
2404463	6.6	150363
1465522	7.6	150305
1220634	5.9	150221
1727824	8.3	150138
3553976	7.9	150057
1038988	7.5	149888
0349683	6.3	149775
0084602	6.8	149681
0415306	6.6	149392
1527186	7.1	149124
0101540	7.3	149035
0375912	7.4	149002
3606756	7.9	148926
0338348	6.6	148543
0120647	6.2	148527
0372588	7.2	148485
0096754	7.6	148327
0106308	7.6	148004
1528100	6.0	147928
0074285	7.4	147708
0054698	7.7	147468
0398165	6.4	147240
0140352	7.9	147173
0978762	8.1	147023
1001508	6.4	146910
0465538	7.3	146870
0990407	5.8	146694
0454841	6.4	146233
2005151	7.1	146219
0114148	6.7	146200
1139328	7.2	146199
0215129	6.5	146088
0061852	7.6	145944
0097733	7.2	145586
0086960	7.3	145159
1821694	6.6	145093
2345759	5.5	144948
1091722	6.8	144826
0918940	6.3	144629
0177971	6.4	144606
0424136	7.1	144519
0275847	7.2	144350
0498380	7.9	144308
0078346	7.3	144252
0445934	6.3	144221
0327084	6.7	143966
0061512	8.1	143954
1129442	6.1	143892
0172493	7.4	143676
1288558	6.5	143668
0337563	6.1	143629
0106677	7.7	143528
3011894	8.1	143487
3631112	6.5	143048
0104714	6.7	143038
0832266	7.2	142986
0285823	6.4	142748
4263482	6.8	142711
0120744	6.5	142695
0120891	4.9	142221
1155076	6.2	142165
0380510	6.7	142030
1411250	6.4	141879
5109784	6.6	141874
1279935	6.3	141827
1365519	6.4	141725
1446192	7.3	141554
0106697	6.6	141548
0120082	6.1	141411
0108160	6.8	141240
0988595	6.1	141238
0094898	7.0	141193
0122151	6.6	141019
0963966	6.1	140809
1277953	6.9	140746
1611224	5.9	140736
0408790	6.3	140650
0091064	7.5	140645
0021749	8.5	140545
2406566	6.7	139930
2170439	6.3	139876
0119081	6.7	139854
0330793	6.5	139585
5519340	6.4	139376
0041959	8.2	139358
0834001	6.6	139166
0810819	7.1	139154
0261392	6.9	138841
0050976	8.2	138755
0017136	8.3	138439
0465602	6.7	138421
1057500	7.3	138373
0472399	6.6	138357
0115798	6.1	138145
0053604	8.3	138052
0145681	6.7	137870
0293564	6.2	137848
0435705	6.2	137573
0120681	6.8	137272
0107207	8.1	137270
0443274	6.6	137106
0033870	8.1	137024
2316411	6.9	136844
0309593	6.2	136763
0859163	5.2	136763
1054606	6.8	136761
0120587	6.6	136671
1502712	4.3	136494
0458481	6.5	136421
2226417	6.6	136323
1661199	6.9	136299
0117705	6.4	136201
1462758	7.0	136153
0046912	8.2	136107
1568338	6.6	135797
0177789	7.3	135747
0122933	6.7	135726
1496025	6.4	135705
0257106	5.3	135382
2140373	7.5	135110
0464141	7.5	135055
1935859	6.7	134998
1188729	6.8	134857
5726616	7.9	134742
1267297	6.0	134700
0780571	7.3	134680
2080374	7.2	134663
0120484	6.1	134528
0938283	4.1	134474
0089880	6.4	134420
0277027	7.6	133794
0102685	7.2	133741
0454945	6.4	133617
0986264	8.4	133363
1568911	7.2	133182
0310793	8.0	133089
1655441	7.2	133056
2704998	7.0	133012
0094625	8.1	132996
0266987	7.1	132970
0055254	7.2	132954
0822832	7.1	132833
0095705	7.6	132822
3569230	7.0	132727
0128442	7.3	132725
0104691	7.8	132644
1335975	6.3	132491
0092991	7.8	132174
3062096	6.2	132151
0094291	7.4	132127
0892782	6.5	132106
0889583	5.8	132056
0159097	7.2	131643
0385002	7.5	131605
0762107	6.0	131312
1216475	6.2	131113
0055928	7.3	131103
2239822	6.5	131021
2338151	8.2	130820
0274166	6.2	130736
0072431	8.0	130563
1727388	7.4	130484
0088944	6.7	130104
0448694	6.6	130017
0475394	6.7	130007
1714206	7.1	129922
0159365	7.2	129894
0058331	7.8	129879
0335438	6.1	129665
0397535	7.4	129662
0452694	7.1	129637
0257076	6.0	129570
1489889	6.3	129455
0110322	7.5	129347
0100403	6.3	129336
0042876	8.3	129226
1600196	7.1	129121
0066999	7.8	129079
0105793	7.0	129058
0391198	5.9	128909
